dataset,run,AUC_Original,AUC_Adaptive
donors,3,0.729058449,0.788607078
fraud,0,0.943153434,0.950347322
fraud,1,0.9422027,0.952083777
donors,1,0.721274343,0.778032849
donors,0,0.745346491,0.813343636
donors,2,0.7379403,0.830335356
donors,5,0.732009264,0.747663954
donors,4,0.740445523,0.799771269
donors,7,0.725364277,0.814070716
donors,8,0.727234066,0.799669764
donors,6,0.736917503,0.757691911
donors,9,0.738031533,0.769980848
fraud,2,0.945987575,0.948863243
fraud,3,0.943506665,0.952074709
fraud,4,0.943805812,0.952157382
fraud,5,0.940440831,0.950118235
fraud,6,0.944874895,0.950927297
fraud,7,0.944151955,0.953590011
fraud,8,0.943405241,0.952662157
fraud,9,0.941073053,0.952099945
insects,0,0.749407155,0.761987818
insects,1,0.748632694,0.792254925
insects,2,0.741993632,0.775650722
http,0,0.933540966,0.956039459
http,1,0.95248472,0.763985621
http,2,0.959357595,0.953546139
http,3,0.939508262,0.979978637
http,4,0.94890291,0.955925431
http,5,0.950623723,0.942583216
http,6,0.944684836,0.979970853
insects,3,0.753775023,0.800537005
mammography,0,0.869815633,0.869543095
mammography,1,0.875878703,0.858106395
mammography,2,0.873962845,0.86125853
mammography,3,0.862980373,0.87504419
mammography,4,0.868927246,0.883236502
mammography,5,0.874593835,0.851644026
http,7,0.931534038,0.925588851
mammography,6,0.863393756,0.860663455
mammography,7,0.865554687,0.863565941
mammography,8,0.865478982,0.865555743
http,8,0.919992121,0.959068725
mammography,9,0.869700491,0.856828921
http,9,0.950857867,0.968161552
insects,4,0.759687768,0.818756633
insects,5,0.751234405,0.795726146
insects,6,0.756512006,0.775830446
insects,7,0.759426803,0.801113352
insects,8,0.760888857,0.79244622
insects,9,0.757682956,0.791863982
nyc_taxi,0,0.613580865,0.629600681
nyc_taxi,1,0.621519695,0.60626024
nyc_taxi,2,0.610357891,0.626878734
nyc_taxi,3,0.612181516,0.615635602
nyc_taxi,4,0.609374428,0.626982181
nyc_taxi,5,0.577347192,0.606105784
nyc_taxi,6,0.600238377,0.621567652
nyc_taxi,7,0.62024372,0.607608962
nyc_taxi,8,0.60067295,0.621709332
nyc_taxi,9,0.628126297,0.606362066
nyc_taxi_shingle,0,0.664493435,0.639249673
nyc_taxi_shingle,1,0.661369292,0.652565552
nyc_taxi_shingle,2,0.655723226,0.646608892
nyc_taxi_shingle,3,0.651795103,0.636267511
nyc_taxi_shingle,4,0.653712508,0.68607828
nyc_taxi_shingle,5,0.662390746,0.645590696
nyc_taxi_shingle,6,0.653653302,0.648632256
nyc_taxi_shingle,7,0.668953649,0.660195703
nyc_taxi_shingle,8,0.669602428,0.650406531
mulcross,0,0.977469253,0.93978106
mulcross,2,0.974796009,0.95291945
mulcross,1,0.978049698,0.950554963
nyc_taxi_shingle,9,0.667011718,0.671959762
mulcross,4,0.982692853,0.94277612
mulcross,3,0.981735895,0.940388729
mulcross,5,0.981800553,0.945453508
shuttle,0,0.997489829,0.995750662
shuttle,1,0.998405716,0.997811361
shuttle,2,0.997915127,0.994411394
shuttle,3,0.997026012,0.997949625
shuttle,4,0.996462653,0.99754836
shuttle,5,0.997457165,0.997229383
shuttle,6,0.997123968,0.997527554
shuttle,7,0.996048239,0.99721377
shuttle,8,0.996781892,0.997838865
shuttle,9,0.996750521,0.996300381
mulcross,6,0.975335013,0.958316545
smtp,1,0.903221342,0.888366307
smtp,0,0.894493794,0.787116736
mulcross,7,0.979476119,0.959230257
smtp,2,0.882517398,0.79915901
smtp,4,0.8963042,0.896750976
smtp,3,0.880277912,0.80036075
mulcross,8,0.981880045,0.948425776
smtp,5,0.900006833,0.793586752
mulcross,9,0.981080796,0.95123865
smtp,6,0.887993644,0.892529732
smtp,7,0.886907365,0.897937823
smtp,8,0.890343334,0.793277162
smtp,9,0.896134951,0.787725578
